Fra;Til;KWH 60 Forbruk
02.12.2020 22:00;02.12.2020 23:00;3.644
02.12.2020 23:00;03.12.2020 00:00;3.218
03.12.2020 00:00;03.12.2020 01:00;3.145
03.12.2020 01:00;03.12.2020 02:00;3.663
03.12.2020 02:00;03.12.2020 03:00;4.135
03.12.2020 03:00;03.12.2020 04:00;3.11
03.12.2020 04:00;03.12.2020 05:00;3.217
03.12.2020 05:00;03.12.2020 06:00;3.908
03.12.2020 06:00;03.12.2020 07:00;4.24
03.12.2020 07:00;03.12.2020 08:00;4.489
03.12.2020 08:00;03.12.2020 09:00;4.238
03.12.2020 09:00;03.12.2020 10:00;4.162
03.12.2020 10:00;03.12.2020 11:00;4.105
03.12.2020 11:00;03.12.2020 12:00;4.089
03.12.2020 12:00;03.12.2020 13:00;4.122
03.12.2020 13:00;03.12.2020 14:00;3.974
03.12.2020 14:00;03.12.2020 15:00;3.444
03.12.2020 15:00;03.12.2020 16:00;3.424
03.12.2020 16:00;03.12.2020 17:00;4.042
03.12.2020 17:00;03.12.2020 18:00;4.306
03.12.2020 18:00;03.12.2020 19:00;5.174
03.12.2020 19:00;03.12.2020 20:00;5.511
03.12.2020 20:00;03.12.2020 21:00;4.882
03.12.2020 21:00;03.12.2020 22:00;4.298
03.12.2020 22:00;03.12.2020 23:00;3.821
03.12.2020 23:00;04.12.2020 00:00;3.278
04.12.2020 00:00;04.12.2020 01:00;3.34
04.12.2020 01:00;04.12.2020 02:00;3.151
04.12.2020 02:00;04.12.2020 03:00;2.867
04.12.2020 03:00;04.12.2020 04:00;2.954
04.12.2020 04:00;04.12.2020 05:00;3.436
04.12.2020 05:00;04.12.2020 06:00;3.616
04.12.2020 06:00;04.12.2020 07:00;4.065
04.12.2020 07:00;04.12.2020 08:00;4.371
04.12.2020 08:00;04.12.2020 09:00;4.897
04.12.2020 09:00;04.12.2020 10:00;4.094
04.12.2020 10:00;04.12.2020 11:00;3.804
04.12.2020 11:00;04.12.2020 12:00;3.772
04.12.2020 12:00;04.12.2020 13:00;3.612
04.12.2020 13:00;04.12.2020 14:00;3.697
04.12.2020 14:00;04.12.2020 15:00;4
04.12.2020 15:00;04.12.2020 16:00;3.838
04.12.2020 16:00;04.12.2020 17:00;5.843
04.12.2020 17:00;04.12.2020 18:00;7.474
04.12.2020 18:00;04.12.2020 19:00;7.877
04.12.2020 19:00;04.12.2020 20:00;6.755
04.12.2020 20:00;04.12.2020 21:00;8.113
04.12.2020 21:00;04.12.2020 22:00;8.385
04.12.2020 22:00;04.12.2020 23:00;4.636
04.12.2020 23:00;05.12.2020 00:00;3.685
05.12.2020 00:00;05.12.2020 01:00;4.109
05.12.2020 01:00;05.12.2020 02:00;4.013
05.12.2020 02:00;05.12.2020 03:00;3.642
05.12.2020 03:00;05.12.2020 04:00;2.822
05.12.2020 04:00;05.12.2020 05:00;3.156
05.12.2020 05:00;05.12.2020 06:00;3.023
05.12.2020 06:00;05.12.2020 07:00;2.735
05.12.2020 07:00;05.12.2020 08:00;3.166
05.12.2020 08:00;05.12.2020 09:00;4.947
05.12.2020 09:00;05.12.2020 10:00;4.947
05.12.2020 10:00;05.12.2020 11:00;3.996
05.12.2020 11:00;05.12.2020 12:00;4.553
05.12.2020 12:00;05.12.2020 13:00;4.645
05.12.2020 13:00;05.12.2020 14:00;5.543
05.12.2020 14:00;05.12.2020 15:00;5.425
05.12.2020 15:00;05.12.2020 16:00;5.348
05.12.2020 16:00;05.12.2020 17:00;5.129
05.12.2020 17:00;05.12.2020 18:00;4.659
05.12.2020 18:00;05.12.2020 19:00;4.555
05.12.2020 19:00;05.12.2020 20:00;4.6
05.12.2020 20:00;05.12.2020 21:00;4.375
05.12.2020 21:00;05.12.2020 22:00;4.106
05.12.2020 22:00;05.12.2020 23:00;3.972
05.12.2020 23:00;06.12.2020 00:00;4.16
06.12.2020 00:00;06.12.2020 01:00;3.906
06.12.2020 01:00;06.12.2020 02:00;3.709
06.12.2020 02:00;06.12.2020 03:00;3.702
06.12.2020 03:00;06.12.2020 04:00;2.988
06.12.2020 04:00;06.12.2020 05:00;2.985
06.12.2020 05:00;06.12.2020 06:00;2.793
06.12.2020 06:00;06.12.2020 07:00;3.296
06.12.2020 07:00;06.12.2020 08:00;3.313
06.12.2020 08:00;06.12.2020 09:00;3.011
06.12.2020 09:00;06.12.2020 10:00;4.11
06.12.2020 10:00;06.12.2020 11:00;4.872
06.12.2020 11:00;06.12.2020 12:00;3.747
06.12.2020 12:00;06.12.2020 13:00;3.445
06.12.2020 13:00;06.12.2020 14:00;3.378
06.12.2020 14:00;06.12.2020 15:00;3.627
06.12.2020 15:00;06.12.2020 16:00;3.765
06.12.2020 16:00;06.12.2020 17:00;3.664
06.12.2020 17:00;06.12.2020 18:00;3.459
06.12.2020 18:00;06.12.2020 19:00;4.42
06.12.2020 19:00;06.12.2020 20:00;4.385
06.12.2020 20:00;06.12.2020 21:00;4.285
06.12.2020 21:00;06.12.2020 22:00;3.551
06.12.2020 22:00;06.12.2020 23:00;3.952
06.12.2020 23:00;07.12.2020 00:00;3.785
07.12.2020 00:00;07.12.2020 01:00;2.872
07.12.2020 01:00;07.12.2020 02:00;2.671
07.12.2020 02:00;07.12.2020 03:00;2.826
07.12.2020 03:00;07.12.2020 04:00;2.9
07.12.2020 04:00;07.12.2020 05:00;2.822
07.12.2020 05:00;07.12.2020 06:00;3.01
07.12.2020 06:00;07.12.2020 07:00;3.607
07.12.2020 07:00;07.12.2020 08:00;3.497
07.12.2020 08:00;07.12.2020 09:00;3.752
07.12.2020 09:00;07.12.2020 10:00;3.89
07.12.2020 10:00;07.12.2020 11:00;5.518
07.12.2020 11:00;07.12.2020 12:00;7.677
07.12.2020 12:00;07.12.2020 13:00;6.777
07.12.2020 13:00;07.12.2020 14:00;3.817
07.12.2020 14:00;07.12.2020 15:00;3.732
07.12.2020 15:00;07.12.2020 16:00;3.821
07.12.2020 16:00;07.12.2020 17:00;7.593
07.12.2020 17:00;07.12.2020 18:00;7.729
07.12.2020 18:00;07.12.2020 19:00;7.723
07.12.2020 19:00;07.12.2020 20:00;7.433
07.12.2020 20:00;07.12.2020 21:00;8.037
07.12.2020 21:00;07.12.2020 22:00;7.99
07.12.2020 22:00;07.12.2020 23:00;7.884
07.12.2020 23:00;08.12.2020 00:00;5.217
08.12.2020 00:00;08.12.2020 01:00;3.937
08.12.2020 01:00;08.12.2020 02:00;3.474
08.12.2020 02:00;08.12.2020 03:00;2.836
08.12.2020 03:00;08.12.2020 04:00;2.493
08.12.2020 04:00;08.12.2020 05:00;2.402
08.12.2020 05:00;08.12.2020 06:00;2.594
08.12.2020 06:00;08.12.2020 07:00;3.026
08.12.2020 07:00;08.12.2020 08:00;3.774
08.12.2020 08:00;08.12.2020 09:00;3.752
08.12.2020 09:00;08.12.2020 10:00;3.432
08.12.2020 10:00;08.12.2020 11:00;3.709
08.12.2020 11:00;08.12.2020 12:00;3.519
08.12.2020 12:00;08.12.2020 13:00;6.841
08.12.2020 13:00;08.12.2020 14:00;7.559
08.12.2020 14:00;08.12.2020 15:00;7.663
08.12.2020 15:00;08.12.2020 16:00;7.448
08.12.2020 16:00;08.12.2020 17:00;4.66
08.12.2020 17:00;08.12.2020 18:00;4.119
08.12.2020 18:00;08.12.2020 19:00;4.843
08.12.2020 19:00;08.12.2020 20:00;5.284
08.12.2020 20:00;08.12.2020 21:00;4.873
08.12.2020 21:00;08.12.2020 22:00;4.845
08.12.2020 22:00;08.12.2020 23:00;3.691
08.12.2020 23:00;09.12.2020 00:00;3.454
09.12.2020 00:00;09.12.2020 01:00;3.39
09.12.2020 01:00;09.12.2020 02:00;2.794
09.12.2020 02:00;09.12.2020 03:00;2.786
09.12.2020 03:00;09.12.2020 04:00;2.627
09.12.2020 04:00;09.12.2020 05:00;2.915
09.12.2020 05:00;09.12.2020 06:00;2.696
09.12.2020 06:00;09.12.2020 07:00;3.586
09.12.2020 07:00;09.12.2020 08:00;3.827
09.12.2020 08:00;09.12.2020 09:00;4.286
09.12.2020 09:00;09.12.2020 10:00;3.974
09.12.2020 10:00;09.12.2020 11:00;3.912
09.12.2020 11:00;09.12.2020 12:00;4.056
09.12.2020 12:00;09.12.2020 13:00;3.987
09.12.2020 13:00;09.12.2020 14:00;3.91
09.12.2020 14:00;09.12.2020 15:00;3.72
09.12.2020 15:00;09.12.2020 16:00;4.956
09.12.2020 16:00;09.12.2020 17:00;4.102
09.12.2020 17:00;09.12.2020 18:00;4.677
09.12.2020 18:00;09.12.2020 19:00;4.573
09.12.2020 19:00;09.12.2020 20:00;4.288
09.12.2020 20:00;09.12.2020 21:00;3.974
09.12.2020 21:00;09.12.2020 22:00;5.76
09.12.2020 22:00;09.12.2020 23:00;7.117
09.12.2020 23:00;10.12.2020 00:00;7.015
10.12.2020 00:00;10.12.2020 01:00;6.903
10.12.2020 01:00;10.12.2020 02:00;6.405
10.12.2020 02:00;10.12.2020 03:00;3.538
10.12.2020 03:00;10.12.2020 04:00;3.248
10.12.2020 04:00;10.12.2020 05:00;3.14
10.12.2020 05:00;10.12.2020 06:00;3.583
10.12.2020 06:00;10.12.2020 07:00;3.858
10.12.2020 07:00;10.12.2020 08:00;3.434
10.12.2020 08:00;10.12.2020 09:00;3.602
10.12.2020 09:00;10.12.2020 10:00;3.761
10.12.2020 10:00;10.12.2020 11:00;3.715
10.12.2020 11:00;10.12.2020 12:00;3.556
10.12.2020 12:00;10.12.2020 13:00;3.638
10.12.2020 13:00;10.12.2020 14:00;3.88
10.12.2020 14:00;10.12.2020 15:00;3.652
10.12.2020 15:00;10.12.2020 16:00;4.184
10.12.2020 16:00;10.12.2020 17:00;8.755
10.12.2020 17:00;10.12.2020 18:00;8.03
10.12.2020 18:00;10.12.2020 19:00;7.634
10.12.2020 19:00;10.12.2020 20:00;6.081
10.12.2020 20:00;10.12.2020 21:00;5.146
10.12.2020 21:00;10.12.2020 22:00;5.244
10.12.2020 22:00;10.12.2020 23:00;4.459
10.12.2020 23:00;11.12.2020 00:00;4.273
11.12.2020 00:00;11.12.2020 01:00;3.831
11.12.2020 01:00;11.12.2020 02:00;2.914
11.12.2020 02:00;11.12.2020 03:00;2.774
11.12.2020 03:00;11.12.2020 04:00;3.141
11.12.2020 04:00;11.12.2020 05:00;3.013
11.12.2020 05:00;11.12.2020 06:00;2.956
11.12.2020 06:00;11.12.2020 07:00;3.259
11.12.2020 07:00;11.12.2020 08:00;4.158
11.12.2020 08:00;11.12.2020 09:00;4.377
11.12.2020 09:00;11.12.2020 10:00;4.461
11.12.2020 10:00;11.12.2020 11:00;4.457
11.12.2020 11:00;11.12.2020 12:00;4.23
11.12.2020 12:00;11.12.2020 13:00;4.136
11.12.2020 13:00;11.12.2020 14:00;4.418
11.12.2020 14:00;11.12.2020 15:00;4.181
11.12.2020 15:00;11.12.2020 16:00;4.233
11.12.2020 16:00;11.12.2020 17:00;4.346
11.12.2020 17:00;11.12.2020 18:00;7.953
11.12.2020 18:00;11.12.2020 19:00;7.981
11.12.2020 19:00;11.12.2020 20:00;9.279
11.12.2020 20:00;11.12.2020 21:00;8.77
11.12.2020 21:00;11.12.2020 22:00;6.351
11.12.2020 22:00;11.12.2020 23:00;4.794
11.12.2020 23:00;12.12.2020 00:00;4.483
12.12.2020 00:00;12.12.2020 01:00;3.593
12.12.2020 01:00;12.12.2020 02:00;3.326
12.12.2020 02:00;12.12.2020 03:00;2.945
12.12.2020 03:00;12.12.2020 04:00;3.062
12.12.2020 04:00;12.12.2020 05:00;3.475
12.12.2020 05:00;12.12.2020 06:00;4.123
12.12.2020 06:00;12.12.2020 07:00;3.506
12.12.2020 07:00;12.12.2020 08:00;3.422
12.12.2020 08:00;12.12.2020 09:00;5.107
12.12.2020 09:00;12.12.2020 10:00;5.884
12.12.2020 10:00;12.12.2020 11:00;5.158
12.12.2020 11:00;12.12.2020 12:00;5.214
12.12.2020 12:00;12.12.2020 13:00;4.774
12.12.2020 13:00;12.12.2020 14:00;5.016
12.12.2020 14:00;12.12.2020 15:00;4.769
12.12.2020 15:00;12.12.2020 16:00;4.462
12.12.2020 16:00;12.12.2020 17:00;4.396
12.12.2020 17:00;12.12.2020 18:00;4.496
12.12.2020 18:00;12.12.2020 19:00;4.75
12.12.2020 19:00;12.12.2020 20:00;5.061
12.12.2020 20:00;12.12.2020 21:00;4.094
12.12.2020 21:00;12.12.2020 22:00;4.337
12.12.2020 22:00;12.12.2020 23:00;4.232
12.12.2020 23:00;13.12.2020 00:00;3.438
13.12.2020 00:00;13.12.2020 01:00;3.859
13.12.2020 01:00;13.12.2020 02:00;3.338
13.12.2020 02:00;13.12.2020 03:00;3.446
13.12.2020 03:00;13.12.2020 04:00;3.518
13.12.2020 04:00;13.12.2020 05:00;3.876
13.12.2020 05:00;13.12.2020 06:00;3.302
13.12.2020 06:00;13.12.2020 07:00;2.54
13.12.2020 07:00;13.12.2020 08:00;2.401
13.12.2020 08:00;13.12.2020 09:00;3.109
13.12.2020 09:00;13.12.2020 10:00;3.911
13.12.2020 10:00;13.12.2020 11:00;3.643
13.12.2020 11:00;13.12.2020 12:00;4.74
13.12.2020 12:00;13.12.2020 13:00;5.095
13.12.2020 13:00;13.12.2020 14:00;5.482
13.12.2020 14:00;13.12.2020 15:00;4.364
13.12.2020 15:00;13.12.2020 16:00;3.996
13.12.2020 16:00;13.12.2020 17:00;4.64
13.12.2020 17:00;13.12.2020 18:00;4.535
13.12.2020 18:00;13.12.2020 19:00;5.307
13.12.2020 19:00;13.12.2020 20:00;4.742
13.12.2020 20:00;13.12.2020 21:00;4.629
13.12.2020 21:00;13.12.2020 22:00;4.118
13.12.2020 22:00;13.12.2020 23:00;3.884
13.12.2020 23:00;14.12.2020 00:00;3.875
14.12.2020 00:00;14.12.2020 01:00;3.186
14.12.2020 01:00;14.12.2020 02:00;3.409
14.12.2020 02:00;14.12.2020 03:00;3.473
14.12.2020 03:00;14.12.2020 04:00;3.491
14.12.2020 04:00;14.12.2020 05:00;3.155
14.12.2020 05:00;14.12.2020 06:00;2.836
14.12.2020 06:00;14.12.2020 07:00;3.846
14.12.2020 07:00;14.12.2020 08:00;3.729
14.12.2020 08:00;14.12.2020 09:00;3.894
14.12.2020 09:00;14.12.2020 10:00;4.232
14.12.2020 10:00;14.12.2020 11:00;8.189
14.12.2020 11:00;14.12.2020 12:00;7.188
14.12.2020 12:00;14.12.2020 13:00;4.085
14.12.2020 13:00;14.12.2020 14:00;4.432
14.12.2020 14:00;14.12.2020 15:00;4.266
14.12.2020 15:00;14.12.2020 16:00;4.154
14.12.2020 16:00;14.12.2020 17:00;6.323
14.12.2020 17:00;14.12.2020 18:00;8.758
14.12.2020 18:00;14.12.2020 19:00;7.648
14.12.2020 19:00;14.12.2020 20:00;7.697
14.12.2020 20:00;14.12.2020 21:00;7.745
14.12.2020 21:00;14.12.2020 22:00;7.242
14.12.2020 22:00;14.12.2020 23:00;3.768
14.12.2020 23:00;15.12.2020 00:00;2.991
15.12.2020 00:00;15.12.2020 01:00;2.846
15.12.2020 01:00;15.12.2020 02:00;2.622
15.12.2020 02:00;15.12.2020 03:00;2.436
15.12.2020 03:00;15.12.2020 04:00;2.421
15.12.2020 04:00;15.12.2020 05:00;2.796
15.12.2020 05:00;15.12.2020 06:00;2.946
15.12.2020 06:00;15.12.2020 07:00;3.198
15.12.2020 07:00;15.12.2020 08:00;3.716
15.12.2020 08:00;15.12.2020 09:00;4.014
15.12.2020 09:00;15.12.2020 10:00;4.018
15.12.2020 10:00;15.12.2020 11:00;4.069
15.12.2020 11:00;15.12.2020 12:00;5.028
15.12.2020 12:00;15.12.2020 13:00;8.521
15.12.2020 13:00;15.12.2020 14:00;8.302
15.12.2020 14:00;15.12.2020 15:00;7.901
15.12.2020 15:00;15.12.2020 16:00;5.153
15.12.2020 16:00;15.12.2020 17:00;3.713
15.12.2020 17:00;15.12.2020 18:00;3.857
15.12.2020 18:00;15.12.2020 19:00;4.363
15.12.2020 19:00;15.12.2020 20:00;5.537
15.12.2020 20:00;15.12.2020 21:00;5.103
15.12.2020 21:00;15.12.2020 22:00;5.052
15.12.2020 22:00;15.12.2020 23:00;4.549
15.12.2020 23:00;16.12.2020 00:00;3.582
16.12.2020 00:00;16.12.2020 01:00;3.731
16.12.2020 01:00;16.12.2020 02:00;3.909
16.12.2020 02:00;16.12.2020 03:00;4.063
16.12.2020 03:00;16.12.2020 04:00;4.481
16.12.2020 04:00;16.12.2020 05:00;4.317
16.12.2020 05:00;16.12.2020 06:00;4.078
16.12.2020 06:00;16.12.2020 07:00;4.265
16.12.2020 07:00;16.12.2020 08:00;4.809
16.12.2020 08:00;16.12.2020 09:00;5.106
16.12.2020 09:00;16.12.2020 10:00;5.028
16.12.2020 10:00;16.12.2020 11:00;5.472
16.12.2020 11:00;16.12.2020 12:00;5.442
16.12.2020 12:00;16.12.2020 13:00;5.188
16.12.2020 13:00;16.12.2020 14:00;4.825
16.12.2020 14:00;16.12.2020 15:00;4.322
16.12.2020 15:00;16.12.2020 16:00;4.771
16.12.2020 16:00;16.12.2020 17:00;5.136
16.12.2020 17:00;16.12.2020 18:00;6.728
16.12.2020 18:00;16.12.2020 19:00;5.811
16.12.2020 19:00;16.12.2020 20:00;4.752
16.12.2020 20:00;16.12.2020 21:00;4.69
16.12.2020 21:00;16.12.2020 22:00;6.482
16.12.2020 22:00;16.12.2020 23:00;8.709
16.12.2020 23:00;17.12.2020 00:00;8.078
17.12.2020 00:00;17.12.2020 01:00;7.371
17.12.2020 01:00;17.12.2020 02:00;6.848
17.12.2020 02:00;17.12.2020 03:00;4.17
17.12.2020 03:00;17.12.2020 04:00;3.292
17.12.2020 04:00;17.12.2020 05:00;3.254
17.12.2020 05:00;17.12.2020 06:00;3.77
17.12.2020 06:00;17.12.2020 07:00;4.779
17.12.2020 07:00;17.12.2020 08:00;4.579
17.12.2020 08:00;17.12.2020 09:00;6.021
17.12.2020 09:00;17.12.2020 10:00;5.433
17.12.2020 10:00;17.12.2020 11:00;4.813
17.12.2020 11:00;17.12.2020 12:00;4.713
17.12.2020 12:00;17.12.2020 13:00;4.558
17.12.2020 13:00;17.12.2020 14:00;4.415
17.12.2020 14:00;17.12.2020 15:00;4.147
17.12.2020 15:00;17.12.2020 16:00;3.979
17.12.2020 16:00;17.12.2020 17:00;5.525
17.12.2020 17:00;17.12.2020 18:00;8.865
17.12.2020 18:00;17.12.2020 19:00;8.659
17.12.2020 19:00;17.12.2020 20:00;9.591
17.12.2020 20:00;17.12.2020 21:00;7.79
17.12.2020 21:00;17.12.2020 22:00;4.773
17.12.2020 22:00;17.12.2020 23:00;4.26
17.12.2020 23:00;18.12.2020 00:00;3.943
18.12.2020 00:00;18.12.2020 01:00;3.847
18.12.2020 01:00;18.12.2020 02:00;3.189
18.12.2020 02:00;18.12.2020 03:00;3.419
18.12.2020 03:00;18.12.2020 04:00;3.911
18.12.2020 04:00;18.12.2020 05:00;3.725
18.12.2020 05:00;18.12.2020 06:00;3.882
18.12.2020 06:00;18.12.2020 07:00;4.732
18.12.2020 07:00;18.12.2020 08:00;5.021
18.12.2020 08:00;18.12.2020 09:00;5.02
18.12.2020 09:00;18.12.2020 10:00;4.94
18.12.2020 10:00;18.12.2020 11:00;5.556
18.12.2020 11:00;18.12.2020 12:00;5.18
18.12.2020 12:00;18.12.2020 13:00;4.937
18.12.2020 13:00;18.12.2020 14:00;4.675
18.12.2020 14:00;18.12.2020 15:00;5.179
18.12.2020 15:00;18.12.2020 16:00;4.517
18.12.2020 16:00;18.12.2020 17:00;7.93
18.12.2020 17:00;18.12.2020 18:00;8.668
18.12.2020 18:00;18.12.2020 19:00;8.625
18.12.2020 19:00;18.12.2020 20:00;8.244
18.12.2020 20:00;18.12.2020 21:00;8.206
18.12.2020 21:00;18.12.2020 22:00;5.582
18.12.2020 22:00;18.12.2020 23:00;4.67
18.12.2020 23:00;19.12.2020 00:00;4.644
19.12.2020 00:00;19.12.2020 01:00;3.734
19.12.2020 01:00;19.12.2020 02:00;3.569
19.12.2020 02:00;19.12.2020 03:00;3.291
19.12.2020 03:00;19.12.2020 04:00;3.271
19.12.2020 04:00;19.12.2020 05:00;3.436
19.12.2020 05:00;19.12.2020 06:00;3.194
19.12.2020 06:00;19.12.2020 07:00;3.136
19.12.2020 07:00;19.12.2020 08:00;4.373
19.12.2020 08:00;19.12.2020 09:00;4.438
19.12.2020 09:00;19.12.2020 10:00;4.641
19.12.2020 10:00;19.12.2020 11:00;4.387
19.12.2020 11:00;19.12.2020 12:00;5.529
19.12.2020 12:00;19.12.2020 13:00;4.557
19.12.2020 13:00;19.12.2020 14:00;4.521
19.12.2020 14:00;19.12.2020 15:00;5.544
19.12.2020 15:00;19.12.2020 16:00;4.541
19.12.2020 16:00;19.12.2020 17:00;4.737
19.12.2020 17:00;19.12.2020 18:00;5.257
19.12.2020 18:00;19.12.2020 19:00;4.917
19.12.2020 19:00;19.12.2020 20:00;4.62
19.12.2020 20:00;19.12.2020 21:00;4.465
19.12.2020 21:00;19.12.2020 22:00;4.388
19.12.2020 22:00;19.12.2020 23:00;4.516
19.12.2020 23:00;20.12.2020 00:00;4.287
20.12.2020 00:00;20.12.2020 01:00;4.128
20.12.2020 01:00;20.12.2020 02:00;3.815
20.12.2020 02:00;20.12.2020 03:00;3.901
20.12.2020 03:00;20.12.2020 04:00;3.249
20.12.2020 04:00;20.12.2020 05:00;3.041
20.12.2020 05:00;20.12.2020 06:00;3.223
20.12.2020 06:00;20.12.2020 07:00;3.043
20.12.2020 07:00;20.12.2020 08:00;2.684
20.12.2020 08:00;20.12.2020 09:00;3.005
20.12.2020 09:00;20.12.2020 10:00;4.249
20.12.2020 10:00;20.12.2020 11:00;4.838
20.12.2020 11:00;20.12.2020 12:00;3.934
20.12.2020 12:00;20.12.2020 13:00;4.629
20.12.2020 13:00;20.12.2020 14:00;3.959
20.12.2020 14:00;20.12.2020 15:00;5.281
20.12.2020 15:00;20.12.2020 16:00;4.975
20.12.2020 16:00;20.12.2020 17:00;5.47
20.12.2020 17:00;20.12.2020 18:00;3.936
20.12.2020 18:00;20.12.2020 19:00;4.126
20.12.2020 19:00;20.12.2020 20:00;4.113
20.12.2020 20:00;20.12.2020 21:00;3.83
20.12.2020 21:00;20.12.2020 22:00;3.262
20.12.2020 22:00;20.12.2020 23:00;3.097
20.12.2020 23:00;21.12.2020 00:00;2.815
21.12.2020 00:00;21.12.2020 01:00;2.529
21.12.2020 01:00;21.12.2020 02:00;2.478
21.12.2020 02:00;21.12.2020 03:00;2.53
21.12.2020 03:00;21.12.2020 04:00;2.317
21.12.2020 04:00;21.12.2020 05:00;3.21
21.12.2020 05:00;21.12.2020 06:00;3.437
21.12.2020 06:00;21.12.2020 07:00;2.967
21.12.2020 07:00;21.12.2020 08:00;3.714
21.12.2020 08:00;21.12.2020 09:00;3.922
21.12.2020 09:00;21.12.2020 10:00;3.827
21.12.2020 10:00;21.12.2020 11:00;3.734
21.12.2020 11:00;21.12.2020 12:00;3.596
21.12.2020 12:00;21.12.2020 13:00;7.594
21.12.2020 13:00;21.12.2020 14:00;7.512
21.12.2020 14:00;21.12.2020 15:00;4.041
21.12.2020 15:00;21.12.2020 16:00;5.209
21.12.2020 16:00;21.12.2020 17:00;8.361
21.12.2020 17:00;21.12.2020 18:00;8.335
21.12.2020 18:00;21.12.2020 19:00;8.342
21.12.2020 19:00;21.12.2020 20:00;8.032
21.12.2020 20:00;21.12.2020 21:00;8.133
21.12.2020 21:00;21.12.2020 22:00;5.88
21.12.2020 22:00;21.12.2020 23:00;6.177
21.12.2020 23:00;22.12.2020 00:00;4.152
22.12.2020 00:00;22.12.2020 01:00;3.972
22.12.2020 01:00;22.12.2020 02:00;2.871
22.12.2020 02:00;22.12.2020 03:00;3.342
22.12.2020 03:00;22.12.2020 04:00;3.543
22.12.2020 04:00;22.12.2020 05:00;3.291
22.12.2020 05:00;22.12.2020 06:00;2.848
22.12.2020 06:00;22.12.2020 07:00;2.851
22.12.2020 07:00;22.12.2020 08:00;3.654
22.12.2020 08:00;22.12.2020 09:00;4.131
22.12.2020 09:00;22.12.2020 10:00;4.227
22.12.2020 10:00;22.12.2020 11:00;4.502
22.12.2020 11:00;22.12.2020 12:00;4.345
22.12.2020 12:00;22.12.2020 13:00;3.952
22.12.2020 13:00;22.12.2020 14:00;4.283
22.12.2020 14:00;22.12.2020 15:00;3.989
22.12.2020 15:00;22.12.2020 16:00;4.261
22.12.2020 16:00;22.12.2020 17:00;5.022
22.12.2020 17:00;22.12.2020 18:00;4.325
22.12.2020 18:00;22.12.2020 19:00;3.898
22.12.2020 19:00;22.12.2020 20:00;3.872
22.12.2020 20:00;22.12.2020 21:00;5.132
22.12.2020 21:00;22.12.2020 22:00;4.557
22.12.2020 22:00;22.12.2020 23:00;4.285
22.12.2020 23:00;23.12.2020 00:00;4.141
23.12.2020 00:00;23.12.2020 01:00;3.682
23.12.2020 01:00;23.12.2020 02:00;3.12
23.12.2020 02:00;23.12.2020 03:00;2.679
23.12.2020 03:00;23.12.2020 04:00;2.866
23.12.2020 04:00;23.12.2020 05:00;3.311
23.12.2020 05:00;23.12.2020 06:00;3.192
23.12.2020 06:00;23.12.2020 07:00;3.514
23.12.2020 07:00;23.12.2020 08:00;4.785
23.12.2020 08:00;23.12.2020 09:00;5.584
