Fra;Til;KWH 60 Forbruk
29.01.2021 03:00;29.01.2021 04:00;6.624
29.01.2021 04:00;29.01.2021 05:00;4.744
29.01.2021 05:00;29.01.2021 06:00;4.823
29.01.2021 06:00;29.01.2021 07:00;5.8
29.01.2021 07:00;29.01.2021 08:00;6.935
29.01.2021 08:00;29.01.2021 09:00;6.837
29.01.2021 09:00;29.01.2021 10:00;6.881
29.01.2021 10:00;29.01.2021 11:00;6.653
29.01.2021 11:00;29.01.2021 12:00;6.061
29.01.2021 12:00;29.01.2021 13:00;6.21
29.01.2021 13:00;29.01.2021 14:00;7.4
29.01.2021 14:00;29.01.2021 15:00;7.35
29.01.2021 15:00;29.01.2021 16:00;6.408
29.01.2021 16:00;29.01.2021 17:00;7.264
29.01.2021 17:00;29.01.2021 18:00;7.54
29.01.2021 18:00;29.01.2021 19:00;7.346
29.01.2021 19:00;29.01.2021 20:00;6.545
29.01.2021 20:00;29.01.2021 21:00;6.238
29.01.2021 21:00;29.01.2021 22:00;5.99
29.01.2021 22:00;29.01.2021 23:00;5.967
29.01.2021 23:00;30.01.2021 00:00;5.439
30.01.2021 00:00;30.01.2021 01:00;6.235
30.01.2021 01:00;30.01.2021 02:00;6.69
30.01.2021 02:00;30.01.2021 03:00;5.992
30.01.2021 03:00;30.01.2021 04:00;5.473
30.01.2021 04:00;30.01.2021 05:00;5.667
30.01.2021 05:00;30.01.2021 06:00;5.803
30.01.2021 06:00;30.01.2021 07:00;5.811
30.01.2021 07:00;30.01.2021 08:00;6.968
30.01.2021 08:00;30.01.2021 09:00;7.053
30.01.2021 09:00;30.01.2021 10:00;6.698
30.01.2021 10:00;30.01.2021 11:00;6.75
30.01.2021 11:00;30.01.2021 12:00;6.665
30.01.2021 12:00;30.01.2021 13:00;6.509
30.01.2021 13:00;30.01.2021 14:00;7.068
30.01.2021 14:00;30.01.2021 15:00;6.703
30.01.2021 15:00;30.01.2021 16:00;6.121
30.01.2021 16:00;30.01.2021 17:00;5.419
30.01.2021 17:00;30.01.2021 18:00;6.308
30.01.2021 18:00;30.01.2021 19:00;6.193
30.01.2021 19:00;30.01.2021 20:00;5.864
30.01.2021 20:00;30.01.2021 21:00;4.79
30.01.2021 21:00;30.01.2021 22:00;5.334
30.01.2021 22:00;30.01.2021 23:00;7.626
30.01.2021 23:00;31.01.2021 00:00;7.042
31.01.2021 00:00;31.01.2021 01:00;7.517
31.01.2021 01:00;31.01.2021 02:00;8.106
31.01.2021 02:00;31.01.2021 03:00;7.128
31.01.2021 03:00;31.01.2021 04:00;5.403
31.01.2021 04:00;31.01.2021 05:00;4.931
31.01.2021 05:00;31.01.2021 06:00;5.326
31.01.2021 06:00;31.01.2021 07:00;5.368
31.01.2021 07:00;31.01.2021 08:00;5.668
31.01.2021 08:00;31.01.2021 09:00;6.427
31.01.2021 09:00;31.01.2021 10:00;6.305
31.01.2021 10:00;31.01.2021 11:00;6.033
31.01.2021 11:00;31.01.2021 12:00;5.943
31.01.2021 12:00;31.01.2021 13:00;5.906
31.01.2021 13:00;31.01.2021 14:00;5.753
31.01.2021 14:00;31.01.2021 15:00;5.887
31.01.2021 15:00;31.01.2021 16:00;6.004
31.01.2021 16:00;31.01.2021 17:00;6.987
31.01.2021 17:00;31.01.2021 18:00;6.014
31.01.2021 18:00;31.01.2021 19:00;6.161
31.01.2021 19:00;31.01.2021 20:00;6.382
31.01.2021 20:00;31.01.2021 21:00;7.045
31.01.2021 21:00;31.01.2021 22:00;8.018
31.01.2021 22:00;31.01.2021 23:00;7.586
31.01.2021 23:00;01.02.2021 00:00;7.936
